id,content,ticId,anomalytype,type,radius,mass,density,gravity,temperatureEq,temperature,smaxis,orbital_period,classification_status,avatar_url,created_at,deepnote,lightkurve,configuration
1,Kepler-69c,,,Super-Earth,,,,,,,,,,https://qwbufbmxkjfaikoloudl.supabase.co/storage/v1/object/public/planets/avatars/Base3.png,2023-12-09 22:45:53.406827+00,https://embed.deepnote.com/f8de697b-ba49-4014-b2b2-fe5f4cc3c026/da5fa6f8ac26477b841b89a02a690805/c0a1f3fb754c4d8e9a4af06561bdf63b?height=2137,,
2,Kepler-186f,,,Terrestrial Earth-like,,,,,,,,,,https://qwbufbmxkjfaikoloudl.supabase.co/storage/v1/object/public/planets/avatars/Base6.png,2023-12-11 02:14:32.494124+00,https://embed.deepnote.com/f8de697b-ba49-4014-b2b2-fe5f4cc3c026/da5fa6f8ac26477b841b89a02a690805/26fe61c341554e0eb36d116ea86cc371?height=1214.46875,,
3,Kepler-442b,,,Terrestrial Super-Earth,,,,,,,,,,https://qwbufbmxkjfaikoloudl.supabase.co/storage/v1/object/public/planets/avatars/Base2.png,2023-12-11 07:04:10.985628+00,https://embed.deepnote.com/f8de697b-ba49-4014-b2b2-fe5f4cc3c026/da5fa6f8ac26477b841b89a02a690805/cc87705e6f8741548f240421ad98eb8a?height=840.34375,,
4,Kepler-22b,,,Water world,,,,,,,,,,https://qwbufbmxkjfaikoloudl.supabase.co/storage/v1/object/public/planets/avatars/Base6.png,2023-12-11 07:06:10.540091+00,https://embed.deepnote.com/f8de697b-ba49-4014-b2b2-fe5f4cc3c026/da5fa6f8ac26477b841b89a02a690805/de23ffaa2ccc4d0d8889cefbfbda83df?height=388.78125,,
5,Trappist-1f,,,Terrestrial earth-size,,,,,,,,,,https://qwbufbmxkjfaikoloudl.supabase.co/storage/v1/object/public/planets/avatars/Base1.png,2023-12-11 07:10:40.276653+00,https://embed.deepnote.com/f8de697b-ba49-4014-b2b2-fe5f4cc3c026/da5fa6f8ac26477b841b89a02a690805/2e256956eb414262ae3902216eeb924f?height=440,,
6,TOI-700d,,,Goldilocks terrestrial earth-like,,,,,,,,,,https://qwbufbmxkjfaikoloudl.supabase.co/storage/v1/object/public/planets/avatars/Base6.png,2023-12-11 07:12:23.761093+00,https://embed.deepnote.com/f8de697b-ba49-4014-b2b2-fe5f4cc3c026/da5fa6f8ac26477b841b89a02a690805/209424fcd5de426bbdd87d1e5420dde4?height=598.75,,
